name,hr2,hr4,hr6,hr8,hr12,hr18,Day1,Day2,Day4,Day7,sym
A_51_P469568,-0.278612078,-0.192457359,-0.095044271,0.20266558,-0.265256636,-0.418247209,0.138515254,-0.14146464,-0.185796043,1.08717255,000000000+
A_55_P2099479,0.068469666,0.063317647,-0.26391537,0.21555807,0.181817082,-0.206503118,0.262919832,0.058908294,0.320683278,1.337936396,000000000+
A_30_P01029994,0.158085528,-0.200214941,0.147741182,0.147114762,-0.377612751,-0.224211268,0.111565934,0.12541589,-0.200291119,0.690136416,000000000+
A_55_P2102027,0.05155038,-0.338521473,0.020815252,-0.054354245,-0.246697447,-0.02457584,-0.132207098,0.135605912,-0.083023889,1.217427643,000000000+
A_55_P1980746,0.398102215,-0.172247244,-0.200554926,-0.061770966,-0.017317753,-0.441090318,0.035967626,0.279040909,0.1028368,0.597470083,000000000+
A_55_P2041075,0.018989689,0.096764894,-0.097952789,0.396610888,-0.017391275,0.2674314,-0.126799327,0.028095346,0.257601841,1.003918801,000000000+
A_55_P1986706,0.220817258,0.057589491,-0.276829178,-0.141213316,-0.13871084,0.071153704,-0.137380254,0.072228474,0.24159845,0.676047214,000000000+
A_55_P1966998,0.27272582,-0.094505056,-0.136030452,0.046803426,-0.278733603,0.109558626,-0.186721975,0.053192778,0.056748135,0.503047576,000000000+
A_55_P2008987,-0.290895332,0.005129383,0.098625474,0.292334927,-0.117199253,-0.072835767,-0.05335337,0.090250973,-0.075935475,1.21396768,000000000+
A_52_P608255,0.144657331,-0.009482964,-0.406591779,0.018091925,-0.08019026,-0.279283429,0.124318717,-0.000347243,-0.154188167,1.3010749,000000000+
A_55_P1970399,0.112600589,-0.094728962,-0.031865803,0.067309982,-0.04588134,-0.426791728,0.295807099,0.105001483,-0.206407792,0.530829831,000000000+
A_30_P01031757,-0.101230562,-0.026741829,0.063811574,0.144079315,0.237875791,-0.122520336,0.013123199,0.105997574,0.046710207,0.626662609,000000000+
A_55_P2051874,0.21938871,0.069875064,-0.013923559,-0.063848798,0.121462617,0.390299761,-0.229418757,-0.137896013,0.089997974,0.794083888,000000000+
A_52_P616392,0.109617905,0.06005762,0.137430942,0.013556755,-0.085510569,-0.044576115,-0.080850213,0.115460913,-0.189502069,0.719401296,000000000+
A_55_P2071028,0.203251972,-0.127249018,-0.299675567,0.168016907,-0.227199813,-0.186392591,0.074689648,0.175040213,-0.23363459,1.170698329,000000000+
A_55_P1952127,0.253390127,0.00041493,-0.187619549,-0.18105311,0.020171323,0.227030809,0.039950093,-0.035442016,0.173271496,0.663263439,000000000+
A_55_P2053083,-0.161560779,0.059360261,-0.197242361,-0.026839742,-0.014705938,-0.235721285,0.26166329,-0.057299217,-0.042031291,0.743344996,000000000+
A_66_P129710,0.093693592,-0.176540792,-0.147243914,0.056795777,0.217585649,-0.209205952,0.16601108,0.243416764,0.073844738,1.012752432,000000000+
A_30_P01020323,0.105590379,-0.046536831,-0.130174624,0.016583472,-0.044484876,0.008395621,0.209536267,0.026633676,0.206336035,0.665701411,000000000+
A_30_P01018941,-0.088991046,-0.284344923,-0.266947751,0.224392308,0.054234157,-0.30438824,-0.178440593,0.078112342,0.312474789,1.11837132,000000000+
A_51_P330213,-0.081455981,0.373166623,0.304389813,-0.053997635,0.475182635,-0.185566857,0.303364533,0.304354808,-0.17830457,0.739679571,000000000+
A_51_P280446,0.299506673,0.154679298,-0.055596667,-0.007649142,0.251932978,-0.066145919,-0.443918852,-0.111947485,-0.059622488,1.293154285,000000000+
A_55_P1975322,0.186608786,0.025529231,-0.275781828,0.014808568,-0.241931839,-0.452828833,0.235537899,0.080151692,0.012878104,0.852666438,000000000+
A_52_P162099,-0.324782228,0.253923025,0.106169934,0.257834426,-0.073441094,-0.003917334,0.142527426,-0.037382259,0.19734712,0.554008275,000000000+
A_55_P2169888,0.054076844,0.274545147,0.029818515,-0.065114365,-0.122852486,0.148233536,-0.448092953,-0.166792689,-0.13645652,0.55584667,000000000+
A_65_P17827,-0.091124154,0.100402703,0.033831275,0.244339408,0.159347642,-0.084030267,-0.306216338,0.063110044,-0.15898023,1.131811549,000000000+
A_52_P520466,-0.343531706,0.092675643,0.247119573,0.238362664,0.184804187,-0.144984223,0.461115535,0.314379437,-0.087353951,0.548998204,000000000+
A_55_P2120652,0.037154738,0.133237455,-0.109363624,-0.216548914,0.00753276,0.470761342,-0.02555176,-0.114721636,0.13987462,0.792305733,000000000+
A_55_P2025765,0.307787687,-0.308809707,-0.06912375,0.219534586,0.030813931,-0.016545502,0.249291379,0.164738893,-0.006418781,1.003464273,000000000+
A_55_P1967144,-0.276113447,0.082069633,-0.226516076,0.192489314,-0.00121923,0.372773992,-0.154409122,-0.121614978,0.343562445,0.532350314,000000000+
A_55_P2186572,0.41140717,-0.162150383,-0.217910489,-0.169783538,-0.112904712,0.415817396,-0.480806579,-0.094177533,0.176548387,0.680858052,000000000+
A_55_P2086510,0.016511916,-0.019281535,-0.061127531,-0.08773232,-0.083127595,0.305397814,-0.14297087,-0.014340223,0.181983104,0.932235562,000000000+
A_55_P2060966,-0.361952175,0.062726175,-0.014573699,0.246480417,0.147152818,0.114119467,0.406698704,0.138053441,0.022795654,0.713044479,000000000+
A_55_P2011659,0.404839065,-0.155503385,-0.196634798,-0.271287392,-0.195266429,-0.155495747,0.090790582,-0.132520871,-0.197324215,0.534940945,000000000+
A_55_P2084666,0.000869589,0.028045362,0.116662617,0.114855532,-0.061320548,-0.188650899,0.266458985,0.039873337,-0.035978047,1.097409854,000000000+
A_55_P2108476,-0.189214373,-0.008474518,0.025053324,-0.127252229,-0.110966379,-0.018746979,0.099070602,-0.141531539,0.088345757,0.5228867,000000000+
A_55_P2035043,0.213792675,-0.13982165,-0.228746221,-0.05213016,-0.150152396,0.015245939,-0.15481803,-0.061815354,-0.005407904,0.571558221,000000000+
A_55_P1999829,0.384677275,-0.151634016,-0.253341164,-0.269383636,-0.224263023,-0.017073405,-0.022431505,-0.118976498,0.046748279,0.672934181,000000000+
A_51_P430423,0.236884858,-0.256428977,-0.254945496,0.18123381,-0.067038864,0.230280409,0.00550772,0.03247732,-0.006517624,2.303350468,000000000+
A_51_P140731,0.331548208,-0.259395035,-0.461116689,-0.272126411,-0.330665959,-0.222614323,-0.106038697,0.019652574,-0.059802801,0.83794821,000000000+
A_51_P140237,-0.014924659,0.114550338,-0.103383991,0.2824643,-0.095026067,-0.38418589,0.06807483,-0.088205831,-0.050641714,1.960254101,000000000+
A_51_P476601,-0.00634296,-0.174109939,-0.181529013,0.164258385,0.346987633,-0.054083151,-0.414804252,-0.035530847,0.061883555,0.511806184,000000000+
A_52_P163795,0.14998831,-0.056839806,-0.094327361,-0.011200782,-0.036968867,-0.087309282,0.028395774,0.030751276,-0.213198516,1.086112005,000000000+
A_55_P2126557,0.073178627,-0.148368237,-0.077254628,-0.078382961,-0.055223539,0.121148634,-0.02562629,0.126707612,0.230914476,0.615202862,000000000+
A_52_P135873,0.402221856,-0.105464768,-0.199339413,0.072764614,0.075186012,0.004128603,-0.029855184,0.231656179,-0.137853401,1.009480754,000000000+
A_51_P244061,-0.011081338,-0.209565783,-0.282014069,0.241223314,-0.136272997,-0.070216967,-0.444352652,-0.261206943,0.171214037,0.545866515,000000000+
A_55_P2149896,-0.112789249,0.325992045,0.339100057,0.024046344,0.380937647,0.026121958,0.311019845,-0.052864243,-0.18650948,0.601680515,000000000+
A_55_P2027147,0.182114316,0.092676978,-0.323875069,-0.029052693,-0.035263041,-0.08498138,0.075838782,-0.152129313,0.141754854,0.635794915,000000000+
A_55_P2176963,0.229163149,-0.004750061,0.031978027,0.074630921,0.056806696,-0.095223005,0.027564715,0.319933669,0.169912981,0.871476476,000000000+
A_51_P364485,-0.031124895,0.211254371,0.187217382,0.095241624,0.34523647,-0.252938472,0.463069187,0.136810774,-0.060921146,0.643130115,000000000+
A_55_P1998471,0.253229194,-0.218537278,-0.386292179,-0.245431014,-0.083290763,0.391846271,-0.331491012,-0.225297615,0.14723745,1.213092214,000000000+
A_51_P214343,0.249427328,-0.04381844,-0.126237743,0.118314027,-0.097313248,-0.017819197,0.453295872,-0.08667856,0.109906812,0.622680848,000000000+
A_51_P344947,0.35317531,-0.111051201,-0.216185916,0.048872735,-0.102316919,0.129601836,-0.142513745,-0.071389226,0.199767656,0.54025283,000000000+
A_51_P492595,-0.28708143,0.334065295,-0.068856654,-0.115385502,0.061811135,-0.001106419,-0.183063453,-0.017088839,0.086051335,0.813673242,000000000+
A_55_P2143953,0.195475729,-0.180245099,-0.403853798,0.051121543,-0.070392522,-0.158921147,-0.016170759,-0.062823786,0.2085875,0.548491536,000000000+
A_55_P1959064,0.110771528,-0.165129316,-0.350113444,0.120095144,-0.421945566,0.189687473,-0.303379374,-0.112945043,0.167758587,0.793748746,000000000+
A_30_P01025225,0.049285602,-0.038378516,-0.17014646,-0.078900415,-0.058773568,-0.019889124,0.219072203,-0.027632465,0.090242732,0.628473927,000000000+
A_30_P01027922,-0.269469858,0.084635785,-0.0813879,-0.064881074,0.130606553,-0.020918532,-0.01283787,-0.090378565,-0.194695373,0.804697183,000000000+
A_51_P506937,0.266068618,-0.203346403,-0.156257018,-0.113840448,-0.015026805,-0.155783214,-0.071531331,0.074308656,0.042370237,0.690434648,000000000+
A_55_P2018274,0.240271327,-0.066546001,-0.179886067,-0.03593123,0.043000018,0.035592765,0.125899939,-0.052802012,-0.006861929,0.685509191,000000000+
A_55_P2140383,0.1409807,-0.153889455,0.001507491,0.105038787,-0.131848532,-0.422480605,0.13571629,0.21502332,-0.031375921,0.729213242,000000000+
A_55_P2093563,-0.149090096,-0.003781126,-0.187374989,0.074118752,0.071317873,-0.085652257,-0.040752261,-0.147033278,0.224551356,0.847682285,000000000+
A_51_P510849,0.385805807,-0.105717693,-0.38020388,0.00946348,-0.202639837,0.093550193,-0.442893313,-0.126147279,0.325939134,0.692248606,000000000+
A_30_P01024204,0.013829764,-0.136819898,-0.099784393,-0.362298167,-0.095517889,-0.123386769,0.147833039,0.135653956,-0.122822582,0.644112936,000000000+
A_30_P01019479,0.004241754,-0.114074024,-0.388915108,-0.271499819,-0.130645032,-0.189699505,0.270300836,-0.156701994,0.152713216,0.551323476,000000000+
A_30_P01027587,-0.036946551,-0.035916169,-0.120326644,0.066798612,0.073931155,0.102938526,0.119836881,0.116895512,0.066208325,0.593443178,000000000+
A_55_P1990127,0.267498338,-0.139573049,-0.048479883,0.006338139,0.213140862,0.228669606,-0.227244042,-0.062072301,0.038229508,0.628519145,000000000+
A_51_P512992,0.024684822,-0.059375621,-0.194842024,-0.189708239,-0.208105585,0.172693831,-0.164104702,-0.142781429,-0.028837852,0.70592437,000000000+
A_55_P2122605,-0.195062203,0.112619429,0.20868752,-0.012962517,0.335099138,-0.202837376,0.061950727,0.064851896,-0.023877801,0.541148401,000000000+
A_55_P2017681,0.131764602,-0.118137773,-0.104820896,0.031368453,0.044457712,-0.052307214,0.287843791,-0.019199842,0.157038891,0.517761535,000000000+
A_55_P2472735,-0.287352098,-0.005773096,-0.081291493,0.162406087,0.165733125,-0.08323489,0.155599494,0.073542991,0.027188848,1.535951976,000000000+
A_55_P1982171,0.279098258,-0.077067637,-0.364044645,0.178994807,-0.047926063,-0.175672777,0.037320963,0.111238097,0.228825501,1.885271356,000000000+
A_55_P2184816,0.261233374,0.02025729,-0.076894482,-0.098305509,-0.136501985,-0.039603425,0.473725428,-0.033153275,0.02850979,0.680266973,000000000+
A_55_P2108201,0.039322309,0.032299053,-0.204481579,-0.102849877,-0.181271813,0.000914596,-0.014430497,-0.002768745,-0.010477777,1.148754629,000000000+
A_30_P01033054,-0.368909415,0.348357917,0.115132739,0.04543974,0.08278535,0.420841929,0.010232194,-0.124126148,0.213368353,0.725572039,000000000+
A_55_P2096010,0.332545497,-0.08967228,-0.175771121,-0.013083472,0.024515082,0.224890438,-0.370080967,0.008822117,-0.0799817,1.000922127,000000000+
A_51_P411770,0.452034822,-0.292388607,-0.323978083,-0.253334501,-0.262082421,-0.169963513,-0.088689246,0.188255352,-0.098291852,0.82276624,000000000+
A_66_P125212,0.470717399,-0.368203076,-0.340452299,-0.246389761,-0.033755086,-0.260709216,0.452085116,-0.069402234,-0.040188358,0.591450069,000000000+
A_55_P1994913,0.257290967,0.009254673,-0.042838803,0.108484308,-0.078558214,0.200732387,-0.113474162,0.044649958,0.323638323,0.559374164,000000000+
A_55_P2008081,0.018657852,0.109464122,-0.042532083,-0.03917031,0.009707441,0.31044153,-0.330560885,-0.166381036,0.195895041,0.567205429,000000000+
A_51_P337708,0.25808467,0.126116229,0.014413032,0.159713986,0.072746552,0.404843904,-0.387491059,0.088942149,0.101371499,1.129353178,000000000+
A_51_P392291,-0.099993335,0.103212114,0.171062056,-0.112249976,-0.092652287,-0.095438426,0.281407827,0.084204278,-0.097334207,0.503338301,000000000+
A_55_P1973254,-0.334872946,-0.0695363,-0.350810709,0.041172979,-0.119944735,0.02401786,-0.070443025,-0.2188842,0.451959723,0.872600392,000000000+
A_55_P2102679,-0.014193149,0.01206844,0.004751052,0.124422185,0.146046167,0.370405051,-0.289085384,-0.013951171,0.07581807,0.861818997,000000000+
A_51_P383991,-0.104501463,0.333112095,-0.037842359,-0.194959563,0.112791446,0.20928702,-0.301871387,0.079063884,0.405318135,0.521768685,000000000+
A_52_P485850,-0.046820562,-0.039084096,-0.044049265,0.18137023,-0.127756444,0.091024557,0.11228731,0.146745649,0.087890068,0.612531349,000000000+
A_52_P110052,-0.0772334,-0.001832599,0.303671718,-0.17165589,-0.295246805,-0.321171906,-0.203649359,0.096453102,0.090639217,1.405288461,000000000+
A_55_P2138529,0.057407288,-0.031861339,0.011794837,-0.030049397,0.289939235,0.199071774,-0.123583313,-0.035255618,0.104894122,0.530180371,000000000+
A_30_P01023262,-0.055880758,0.114527115,-0.418947542,0.031011405,0.115862086,0.200618481,-0.385951335,-0.188510813,0.025785634,0.789247997,000000000+
A_51_P473205,0.068929645,0.018149092,-0.359043992,0.164384363,-0.342907479,0.115207119,0.256895572,-0.005699827,0.089850026,0.835752897,000000000+
A_30_P01022075,-0.086875304,0.045215196,-0.024441199,0.041739908,-0.368257178,-0.180706751,-0.353980722,-0.24818833,0.125045243,0.516986093,000000000+
A_55_P2071846,0.121752497,-0.178915973,-0.203110814,0.05228699,-0.029904163,0.043941391,0.119905021,0.144935009,-0.220973708,1.989646812,000000000+
A_55_P2155146,0.233466388,-0.18051626,-0.120588809,0.108892672,-0.223187894,-0.239603385,0.000302955,0.311719221,-0.086800085,2.478590412,000000000+
A_55_P2080451,0.183345828,-0.288200665,-0.212171068,-0.309016613,-0.236595142,0.090745733,-0.184969406,-0.155868906,0.002351247,0.670054264,000000000+
A_55_P2067505,-0.104765595,-0.051461269,0.041285432,0.039850771,0.274830972,0.009338328,0.0288704,0.08394489,-0.092212899,0.879672316,000000000+
A_55_P2158102,-0.082858196,0.134892959,-0.301699491,0.442045645,8.94E-05,-0.28111314,0.481229234,0.021336386,-0.149338703,1.148065479,000000000+
A_51_P377452,0.040541337,-0.371340837,-0.365532538,0.019880064,-0.170009013,0.18078378,-0.37509094,-0.236717752,0.158382801,1.693611043,000000000+
A_55_P2130610,0.266562465,-0.023708227,-0.090338737,-0.221157442,-0.352305129,0.09088292,0.031272235,0.097506361,0.023512469,0.635721607,000000000+
A_30_P01022760,-0.114066074,0.131610643,0.22044555,0.333164507,-0.108331744,-0.061311401,-0.028124984,0.026590536,-0.261007055,0.52692612,000000000+
A_51_P191649,-0.272457042,0.334589395,0.057417736,0.235442061,0.222716186,0.090301914,-0.300971382,0.069075502,0.079827284,0.711129922,000000000+
A_55_P1962811,0.237786332,-0.126972738,-0.198116411,-0.200901293,-0.202418277,0.32917831,-0.047117247,-0.043841084,-0.057680687,1.005949677,000000000+
A_55_P2076489,0.432623212,0.020853733,-0.074864911,-0.022414146,-0.197607872,-0.145183211,-0.107316791,0.093856012,0.014143805,0.586047399,000000000+
A_30_P01031145,0.320037747,0.182479044,-0.074087964,-0.108011602,0.205472628,-0.038581615,0.059349389,0.276587666,-0.137152888,0.52042253,000000000+
A_55_P2066116,0.182329035,-0.423067769,-0.239123946,-0.180395274,-0.022720156,-0.171737671,0.021182952,-0.031173226,0.216323666,1.218777479,000000000+
A_55_P2002602,-0.431353712,0.363453256,0.181980984,0.029023365,-0.081372539,-0.323422158,0.005652574,-0.1607931,0.387275179,0.575524993,000000000+
A_55_P2016675,-0.113854344,-0.247772033,0.023262447,-0.067604153,0.057559656,0.154883844,0.034290632,-0.057688412,-0.228219899,0.800777658,000000000+
A_55_P1968664,-0.190814284,0.06334033,0.082403974,0.071697528,0.325370528,-0.253709608,0.360649974,0.127936873,-0.136237771,1.358361311,000000000+
A_55_P2060459,0.183553994,-0.041903641,-0.105685154,-0.132341744,-0.025988199,0.128652222,-0.357213886,-0.065949292,0.027936507,0.584470685,000000000+
A_51_P144783,0.42529891,-0.157877505,-0.263276175,-0.264033075,-0.01666995,0.233022894,-0.111497994,-0.057726185,0.018688394,0.584917284,000000000+
A_51_P378856,-0.178502209,0.076545548,0.177613317,0.082227684,0.105901868,-0.150776104,-0.112025813,-0.160234366,-0.057510114,0.768054628,000000000+
A_51_P385718,0.413980767,0.064125948,-0.118796378,-0.200374625,-0.143380271,-0.103150506,0.077916254,0.130854352,0.008780552,1.858237283,000000000+
A_55_P2000548,0.257048802,-0.032749732,-0.217737898,0.183969605,-0.266870128,-0.122794518,-0.119979525,-0.040535863,0.087997667,0.564609315,000000000+
A_55_P2032489,0.269614822,-0.009725819,-0.312488222,0.22528882,-0.143664095,0.102209847,-0.025218492,0.079106387,-0.020373868,2.20054397,000000000+
A_55_P2010469,-0.031118797,0.104934935,-0.081214429,0.034658571,-0.025107163,0.394980077,-0.380348383,-0.03525897,-0.000262652,0.648961768,000000000+
A_51_P498890,0.444164308,-0.250551504,-0.340507665,-0.113244321,0.002108191,-0.18539998,-0.227961704,0.151189293,0.0680908,0.595520449,000000000+
A_51_P260871,0.33881707,-0.419740757,-0.377380258,-0.094112329,0.00259591,-0.398699437,0.264345829,0.211502844,0.176432764,0.818292945,000000000+
A_65_P02327,0.175093914,0.029190437,-0.200605987,0.216334054,-0.311989787,0.257645804,0.492060496,-0.061929952,0.207578643,0.826597018,000000000+
A_55_P2090880,-0.290068121,-0.122362613,-0.002315794,0.140921245,0.067334273,-0.030097661,-0.08429273,0.132187538,0.16683654,0.56084789,000000000+
A_52_P57526,-0.06373036,0.005638071,0.069509978,0.007020194,-0.063529674,-0.178217194,0.188276221,0.119018479,0.123181455,0.696021332,000000000+
A_52_P305890,0.345572343,-0.127987012,-0.492651045,-0.099526273,-0.30548973,-0.155661473,-0.05797635,0.036196541,-0.118319528,0.57935515,000000000+
A_55_P2162136,-0.223601063,0.277233854,0.157079528,-0.011510474,0.396488981,0.149265529,-0.124091003,0.049896104,0.02393333,0.684777628,000000000+
A_51_P179864,0.262123107,-0.051937676,-0.051874556,0.062356487,-0.177429207,0.320698096,-0.078539563,0.069873984,0.065196098,0.935109549,000000000+
A_51_P137778,0.001008033,0.104276567,0.110325405,0.151640125,-0.202513342,0.064144169,0.150355572,-0.066826986,0.053468668,0.54075168,000000000+
A_55_P2038046,0.129740926,0.100953273,-0.030709348,-0.372967953,-0.218321477,-0.483780058,-0.36708917,0.070217619,-0.028573047,0.598519243,000000000+
A_55_P2031471,-0.127046576,-0.033605005,0.09107709,-0.151055108,-0.187744882,0.08904473,-0.257117218,-0.136406726,-0.234801685,0.989777353,000000000+
A_55_P2065799,-0.089885932,0.037783629,-0.074331644,-0.038392316,-0.09389303,0.199890917,-0.295740028,-0.059195978,-0.150879214,0.581864338,000000000+
A_55_P1979281,0.432011625,-0.244345021,-0.203971863,-0.075575126,-0.154138039,-0.327443642,-0.076932698,0.143579419,-0.052529369,1.339176085,000000000+
A_55_P1977583,0.332688463,-0.038931685,-0.016923478,-0.223182348,0.041931725,0.185544633,-0.305504362,-0.101648513,0.042249198,0.588491999,000000000+
A_51_P257934,-0.119313607,0.004991088,-0.02378291,0.455953628,0.278909875,-0.055951719,-0.033213752,0.301061884,-0.256379304,0.556257132,000000000+
A_30_P01026687,-0.31337087,0.112670203,0.002497813,0.133755822,-0.259046176,-0.05103635,-0.129111565,0.076290722,-0.123846197,0.556567684,000000000+
A_55_P2076048,-0.218230658,0.388834394,0.096474753,0.11114764,0.282545519,-0.09587334,0.16655664,0.113629106,-0.1690225,0.871502154,000000000+
A_52_P609024,-0.244909029,0.36859637,0.191669871,0.115624224,0.320414967,-0.088429611,0.146775376,-0.051392236,-0.167739179,0.757144833,000000000+
A_55_P2156002,0.429375816,-0.175103456,-0.336536472,-0.229898713,-0.225305769,0.13470368,-0.231710155,-0.052741703,0.0142558,1.309715911,000000000+
A_51_P502082,0.239236915,-0.199029513,-0.111552921,-0.151979344,-0.327767685,-0.091468462,0.07232147,-0.090760055,-0.33643132,1.836744978,000000000+
A_51_P258435,0.385417554,-0.025173414,-0.1003092,-0.032557298,-0.204212526,-0.442361624,0.25126354,0.124996821,-0.029025187,0.576204471,000000000+
A_51_P227718,0.334628108,-0.04961705,0.008032026,0.490952536,-0.069745682,0.04563822,-0.387131384,-0.299600312,-0.136823976,0.680929325,000000000+
A_55_P1960238,-0.182032374,-0.276783624,-0.034578468,0.325345865,0.220580028,0.302524247,-0.353714297,-0.149204925,0.330792008,0.835095912,000000000+
A_51_P359293,0.096497854,-0.011343305,0.151522511,0.207276143,0.179373824,0.046507539,-0.173504006,0.007300844,0.147371993,0.514175964,000000000+
A_52_P141488,0.421744088,-0.024943839,-0.105166691,0.188636164,0.188667643,-0.289192176,-0.098136759,0.332626075,0.136714843,0.539349977,000000000+
A_52_P338110,-0.229267723,0.215433617,0.084120135,-0.091740042,-0.167304928,0.001361108,-0.488060418,-0.055367667,0.189445007,0.586525668,000000000+
A_55_P1971074,-0.039165278,-0.218122916,0.012959774,-0.016829321,0.077189002,0.390119405,0.174320892,0.064931801,-0.081973864,1.383169669,000000000+
A_55_P1979463,0.412653101,-0.214284594,-0.120012547,0.072199488,0.0767868,-0.331280802,0.072105082,0.197606415,0.001063621,0.955313239,000000000+
A_51_P486618,0.273987863,-0.192545113,-0.256190351,-0.092318843,-0.211934247,-0.27143934,-0.013361525,0.130863322,-0.040526924,0.570248712,000000000+
A_30_P01024838,0.40035991,-0.46895841,-0.142585073,0.106011432,-0.298727252,-0.312972709,0.139232863,0.377016745,-0.099542698,1.98902387,000000000+
A_30_P01023508,-0.067816559,-0.088993118,-0.46072086,0.141379509,0.117064602,0.007348322,0.081086296,-0.043343203,-0.004112692,0.500697646,000000000+
A_51_P465292,0.207518734,-0.206460231,-0.105224749,0.077815816,0.043004605,-0.210620086,-0.034995278,0.184216024,0.165926854,0.731288025,000000000+
A_55_P1957459,0.188306315,-0.483414843,-0.455448534,-0.051435215,0.116860334,-0.283842036,0.191282676,-0.009372235,0.003897819,2.547021765,000000000+
A_55_P2036978,0.21284666,0.105513753,-0.139773634,-0.279001397,-0.202114689,-0.073950876,-0.181285121,-0.176266303,-0.061180258,0.662595794,000000000+
A_30_P01028673,-0.306884353,0.174869458,-0.111480114,-0.014222286,0.131841928,-0.129292861,0.484217072,-0.048162783,-0.109512855,0.90669643,000000000+
A_51_P375187,0.29243949,-0.23371046,-0.156283641,-0.106618575,0.062490992,0.163681436,-0.110352541,-0.030551024,-0.014871584,0.667492406,000000000+
A_55_P2088401,-0.004868424,-0.114630607,-0.229428234,-0.308078656,-0.389220001,-0.25395969,-0.015781765,0.053166763,-0.16727407,2.040037143,000000000+
A_55_P2072908,0.041069229,-0.039096095,0.084614555,-0.16560988,-0.161723834,-0.366282937,0.259174729,0.144721792,-0.047756095,0.54674835,000000000+
A_51_P141860,0.317295075,-0.107682899,-0.293506003,-0.106946153,-0.307344251,0.063547171,-0.098670043,0.07783528,0.151147153,0.610261025,000000000+
A_55_P2074636,-0.238363019,-0.168837533,-0.266170978,0.270482481,0.049259881,-0.103921695,-0.209446571,-0.019910887,0.324137109,0.715240775,000000000+
A_51_P354572,0.253725769,-0.135755999,-0.238390665,-0.191944624,-0.239153469,0.146212701,-0.059723261,-0.045308527,0.111087998,0.5170923,000000000+
A_55_P2114993,0.458757453,0.024436144,-0.083095412,0.193763455,-0.291980807,-0.079812991,-0.26756196,0.140672792,0.306909231,1.248440653,000000000+
A_55_P2056315,0.361569255,-0.096996995,-0.289623372,-0.186412827,0.042077468,0.113786226,-0.250945802,-0.036546709,-0.061413962,0.543955829,000000000+
A_55_P1964078,0.211753595,-0.073104776,-0.075134607,-0.066747625,-0.082309036,-0.345070701,0.290550781,0.069116166,-0.405306254,1.487255553,000000000+
A_55_P2096807,0.147397413,0.022026366,0.064138361,0.178180743,-0.020529562,0.174714186,-0.13782821,0.023289532,-0.101002504,0.853661836,000000000+
A_55_P2158011,-0.347323914,0.191408099,0.17838157,0.018212172,0.041747292,0.113336892,0.12512459,0.117319805,0.037060299,0.940019555,000000000+
A_51_P442964,-0.226205938,-0.252313156,0.063269591,0.132963252,0.222621532,0.13322127,-0.423088006,0.168532847,-0.197249729,0.685478101,000000000+
A_55_P2285782,-0.11999561,-0.160119394,0.076557443,0.002497737,0.005820731,0.082406759,-0.038339873,-0.09643961,-0.249766523,1.204953075,000000000+
A_51_P394190,0.497493364,0.136724202,-0.409156933,-0.166425036,-0.125908246,-0.115651898,0.007159619,0.092039234,0.228511537,0.974681023,000000000+
A_30_P01029095,0.002223546,-0.403180882,-0.243210969,-0.207949188,-0.207065232,-0.128493538,-0.149869231,-0.194456213,0.12639981,1.313101584,000000000+
A_55_P2087384,0.026851489,-0.155075474,-0.01321733,-0.069307624,0.053917482,0.08470151,-0.017703978,-0.03608611,0.200243664,0.506931051,000000000+
A_30_P01030527,-0.001677988,-0.236866564,0.022340079,-0.313396164,0.158210337,0.012724425,0.175927138,0.164505969,0.389159386,1.670143727,000000000+
A_30_P01026385,-0.214117811,0.21257691,-0.121978423,0.19127245,0.076364954,0.195755669,0.12996594,-0.200325415,0.013284935,0.925424669,000000000+
A_55_P2177488,0.1714434,-0.285013565,0.046965216,0.014255231,-0.323717242,-0.187605773,0.161747654,-0.035472236,0.078348209,1.164797836,000000000+
A_55_P2063711,0.275378223,-0.257036571,-0.265225624,-0.047623248,-0.115242967,-0.24216719,0.14572917,0.108520273,-0.113271115,1.155009827,000000000+
A_30_P01026503,-0.074965941,-0.133897675,-0.238428899,0.013018718,-0.320940802,-0.056631453,-0.084741718,-0.110408528,-0.130763778,2.345586001,000000000+
A_55_P1995045,0.20234942,-0.008535932,-0.12649268,0.08142734,-0.489012188,0.233528961,-0.449524895,-0.023834417,0.310493911,0.692310417,000000000+
A_30_P01021447,-0.084877436,-0.437887659,-0.2523137,0.388521292,-0.086371549,0.370372917,-0.220360667,-0.019824257,-0.007619117,1.373076945,000000000+
A_52_P25026,0.153510095,-0.226882492,-0.214051033,0.149727097,-0.321369661,-0.298870543,-0.242125174,0.049887965,-0.056416717,1.620823412,000000000+
A_51_P500718,-0.129925432,-0.076150964,-0.162256036,0.092121924,-0.143642105,-0.000774737,-0.395080147,-0.020688722,0.256378973,0.846743431,000000000+
A_55_P1995074,0.019090667,-0.021056896,-0.094871758,-0.007928156,-0.323012138,-0.200277762,-0.066122774,-0.041808846,0.183607387,1.049956688,000000000+
A_55_P1954221,0.241408795,-0.210268202,-0.060908778,0.017462424,0.224493845,0.082075443,-0.140479687,0.281649894,0.062410626,1.443929629,000000000+
A_52_P514407,-0.391027435,-0.076458051,0.130943799,0.272519461,0.083808054,0.090340512,0.096049886,-0.058246325,-0.255378138,1.226771362,000000000+
