name,hr2,hr4,hr6,hr8,hr12,hr18,Day1,Day2,Day4,Day7,sym
A_55_P1992368,-0.309591441,-0.00776551,0.232347287,0.245655626,0.843742858,-0.051443001,-0.33338076,0.146766062,0.038305597,-0.342238183,0000+-0000
A_30_P01032853,-0.131788848,-0.062425457,0.202315266,0.031289034,0.733875359,0.105324423,0.06725803,0.169673239,-0.033318391,-0.106402377,0000+-0000
A_55_P2113379,0.243922058,0.05575924,0.149806618,0.043068526,0.856903388,0.291859236,0.07696603,0.072618262,-0.024372268,0.001963016,0000+-0000
A_52_P494115,-0.271446121,-0.241170289,0.148244871,-0.029837766,0.558271389,0.491790119,-0.303938743,0.105207781,-0.164022925,-0.273775945,0000+-0000
A_55_P2063391,0.029368441,0.158709314,0.03148058,-0.004626983,1.311707442,0.380323661,-0.26667233,-0.051512381,-0.098155165,-0.117067586,0000+-0000
A_51_P497255,0.058904977,-0.228936557,0.002991087,0.016937767,0.754170509,0.239509199,0.173515424,-0.196974181,-0.014952681,-0.009683907,0000+-0000
A_55_P2060130,-0.269016528,0.164921274,0.126142536,0.192194342,0.872192767,0.100503248,-0.125558174,0.075749225,0.107453364,-0.288586074,0000+-0000
A_55_P2020200,-0.332168192,-0.074935918,0.236999216,0.137200865,0.523354125,0.00394435,0.029162181,0.010915451,0.076589967,0.171195094,0000+-0000
A_55_P2021572,-0.060437667,-0.185665245,0.092487276,0.003877007,0.668170151,-0.066837381,0.404551916,-0.014215677,-0.063737916,0.117251511,0000+-0000
A_51_P143232,-0.418887594,-0.13757453,0.150002903,0.048934594,0.75862569,0.091917546,-0.103136561,0.097326535,0.000900241,-0.308760699,0000+-0000
A_52_P187677,0.127059236,-0.048099329,0.082590321,0.053443506,1.681052343,-0.09284551,-0.057233865,0.169056761,-0.014087371,-0.117555881,0000+-0000
A_55_P2102449,-0.161298243,-0.162117616,0.179081525,0.066169162,0.841376975,-0.385354768,0.10383622,-0.071573034,0.060356272,-0.080403796,0000+-0000
A_51_P362538,-0.310359393,0.09807122,0.28769706,0.27092375,0.658794654,0.028761998,-0.22790625,0.15996552,-0.07501357,-0.043229374,0000+-0000
A_55_P2213214,-0.239842867,-0.280883854,0.35318095,0.073103651,0.563623466,0.3130923,0.418038215,-0.050627848,0.098139733,-0.207960984,0000+-0000
A_30_P01024576,-0.008819462,0.01310729,0.184641445,0.065324908,1.20131309,0.081281013,0.066467341,0.151760211,-0.07423448,-0.139362187,0000+-0000
A_52_P150525,-0.02885527,0.101891579,-0.106286309,-0.303289981,0.589456807,-0.035510341,0.170326592,-0.144015947,0.264944667,-0.014000109,0000+-0000
A_52_P227307,-0.22059073,0.086547361,-0.001136396,-0.079185329,0.854293526,0.201785033,0.010079543,-0.182003166,0.271657163,-0.019363058,0000+-0000
A_30_P01027939,-0.239424301,-0.239562889,0.150493209,-0.243330007,0.747192049,0.006188797,0.201628409,0.185319672,0.235734679,-0.180651923,0000+-0000
A_30_P01032361,0.140038462,-0.271999759,-0.162974418,0.01475901,1.352445105,0.166936799,0.271468239,0.178524944,-0.040438232,0.078945374,0000+-0000
A_52_P175028,-0.238557166,0.09935361,0.064256636,0.037478015,0.576561872,-0.004143223,0.200943149,-0.265395511,0.099916291,-0.222607184,0000+-0000
A_55_P2382065,-0.115758114,-0.068747038,-0.201892514,0.041486806,0.625710346,-0.065552159,0.114199793,0.06080459,0.02991146,0.101812959,0000+-0000
A_66_P132859,0.096734866,-0.213301079,-0.190762838,-0.072751492,0.640195215,0.201782454,0.045868141,0.033944052,-0.032089383,-0.084159707,0000+-0000
A_30_P01023645,-0.007238996,-0.218511443,0.021338833,-0.056025524,0.537211275,0.044680991,0.072534305,-0.221612575,0.037600714,0.006179382,0000+-0000
A_30_P01018947,-0.1282742,0.253646539,0.04417583,-0.252547418,0.612093832,0.07908659,0.466536857,-0.147739537,0.095598506,-0.051757141,0000+-0000
A_30_P01024256,-0.049641711,-0.237360864,0.153072937,-0.116276057,0.534828565,0.482174607,-0.351833323,-0.105793404,-0.044446032,0.415639277,0000+-0000
A_51_P378550,-0.145150961,-0.11062254,0.225623631,-0.092959051,0.758783248,0.074232392,-0.267118207,0.119862306,0.441884625,-0.179805856,0000+-0000
A_55_P2051535,-0.201486831,0.034251253,-0.07363872,-0.066256212,0.535209459,0.269199291,0.01705175,0.1316695,-0.177257036,-0.016908745,0000+-0000
A_30_P01028565,-0.171860486,0.019245341,0.162554904,-0.084616963,0.868363704,-0.01187626,0.303990786,0.133564101,-0.041679723,0.065024158,0000+-0000
A_51_P143659,-0.058605142,-0.105610522,0.181016673,-0.120169402,0.712497522,-0.092776004,-0.123018638,0.024754954,-0.117140979,0.071653722,0000+-0000
A_55_P2039339,-0.194542959,-0.012158442,-0.03494825,-0.03729863,0.827212943,0.021628867,0.060487354,0.196786178,-0.06271484,-0.08693444,0000+-0000
A_55_P1962937,-0.168795644,0.163773002,0.194907279,-0.041095918,0.651517887,0.230194326,0.206325574,0.118393085,-0.102806132,-0.282932265,0000+-0000
A_51_P106488,-0.406067691,0.026029697,0.313697218,0.459347332,0.548480146,-0.156982875,0.031454103,0.036314224,-0.027320721,-0.470007031,0000+-0000
A_30_P01021356,0.09377713,0.251594711,0.058356104,-0.001697037,0.611137755,0.021771618,0.151673211,-0.129026957,-0.159568931,0.030306521,0000+-0000
A_55_P2097038,-0.206254341,0.104481074,0.147323351,-0.03775559,0.503219205,0.17430255,-0.034158587,-0.030649202,-0.061143569,-0.179956132,0000+-0000
A_30_P01031177,-0.09603803,-0.460325807,0.11853919,-0.048801176,0.838800509,0.219953492,0.495666346,0.208275464,0.318959089,-0.017825919,0000+-0000
A_52_P69020,-0.043075491,0.097955552,0.234133223,0.173385792,0.63401252,0.031023115,0.251597558,0.185316491,-0.052676967,-0.078317279,0000+-0000
A_30_P01023153,0.071931278,0.000910845,-0.288525235,0.055290322,0.739716964,0.073705564,0.174789528,-0.082415788,-0.067405037,-0.184633932,0000+-0000
A_52_P316644,0.035521512,-0.183202826,-0.007888321,-0.038592268,0.602236431,0.007388208,0.203627904,0.068514838,0.102436289,0.341130737,0000+-0000
A_55_P1971599,-0.282541788,0.107284648,0.076891041,-0.116804638,0.58662949,-0.03299602,0.112144512,0.040794107,-0.197300695,-0.079654878,0000+-0000
A_55_P2003823,-0.286024197,-0.238576107,0.306988007,-0.465033404,0.514587062,-0.108582922,0.019987858,0.114174003,0.3325623,0.014899106,0000+-0000
A_55_P2043718,-0.051614579,-0.158534618,0.125940655,-0.159913316,0.507658275,-0.111364829,-0.16865762,-0.09726965,-0.167933916,-0.393590689,0000+-0000
A_55_P2125766,0.038877624,0.077640788,0.082093322,0.084537784,0.504323931,-0.002574047,0.083762429,-0.064404308,0.223092589,-0.053775492,0000+-0000
A_30_P01020932,0.078585484,-0.191122438,0.169564144,-0.138828925,0.944650283,0.275290338,0.180753896,0.038921076,-0.102804591,0.0801621,0000+-0000
A_55_P2014189,-0.149427544,-0.07177842,0.048503441,0.140701209,0.585596268,-0.047520756,-0.250932195,-0.171697671,-0.180198953,0.168940554,0000+-0000
A_51_P169880,-0.263266697,0.078246504,0.414416083,-0.047021875,0.525800601,0.037126612,0.221026421,0.019668194,-0.155901847,-0.04797287,0000+-0000
A_55_P2186629,0.076853321,0.014278657,0.137140416,0.029726939,0.78210905,-0.042158432,0.097841741,-0.002866587,0.00801044,-0.167112026,0000+-0000
A_55_P2304507,-0.068780396,0.271095322,0.119253064,0.104243454,0.970943627,0.247724126,0.07162675,0.002164536,0.073245856,-0.014902721,0000+-0000
A_30_P01022019,-0.085933582,0.049948971,0.317704209,0.016444789,0.548933576,-0.031968989,0.054747543,-0.211602462,0.143395565,-0.081687662,0000+-0000
A_55_P2122884,-0.109779854,-0.051056122,0.102729414,-0.097300206,0.512731915,-0.127614062,0.108350816,0.036768525,-0.091344576,-0.098221139,0000+-0000
A_55_P1973402,-0.230087197,0.091849278,0.139644517,-0.009387591,0.560010345,0.117661635,0.1014245,0.007550875,0.133205609,-0.103997887,0000+-0000
A_55_P2015217,0.128942173,0.009320941,0.135632654,0.037930638,0.58240494,-0.003520702,-0.391609632,0.168750922,-0.083084826,0.016915658,0000+-0000
A_52_P529360,-0.053635933,0.059666583,0.039662921,0.234396029,0.514886716,0.083823404,-0.134736945,-0.086839088,0.155334954,-0.255832214,0000+-0000
A_30_P01028136,0.027695884,-0.23016418,0.096484057,-0.021978642,0.544332729,0.070719444,-0.015789296,0.064494528,0.094979847,-0.054293682,0000+-0000
A_30_P01025342,0.029106895,-0.068168209,0.105773561,-0.12041836,0.53868092,-0.119226709,-0.057223451,0.010228134,-0.124570944,-0.296706833,0000+-0000
A_55_P2368710,-0.047501779,-0.049094567,0.230569863,-0.044169512,0.594112128,-0.119406877,0.035442862,0.029510854,-0.133347729,-0.051856833,0000+-0000
A_30_P01021147,-0.126018533,-0.085034861,0.137405605,-0.077177523,0.585278623,-0.163966321,-0.011204436,0.160459964,0.070567428,-0.017790932,0000+-0000
A_51_P460643,-0.320368966,-0.17070341,0.196926184,0.123078333,0.747404575,0.000417327,-0.125782475,-0.02705557,0.221238587,-0.229524708,0000+-0000
A_55_P2165869,0.385230558,-0.1176157,-0.345902631,0.050824914,0.802401869,0.255957707,-0.297513453,0.014239365,0.231707695,1.138075973,0000+-000+
A_55_P2019684,0.46149251,-0.047122723,-0.01813236,0.183211193,0.5178319,-0.131319024,-0.290243464,0.15397578,0.216206159,1.402890825,0000+-000+
A_55_P2099560,0.284426015,-0.414563067,-0.422197635,0.289429262,0.529462497,0.133728673,-0.376800315,-0.20197121,0.095838086,0.983455243,0000+-000+
A_55_P2103706,-0.173013666,0.270696508,0.179660847,0.042360615,0.509229846,0.010272577,0.123228574,0.115330427,-0.201891072,1.249484425,0000+-000+
A_52_P337388,-0.202399616,0.177157216,0.008504499,0.167289601,0.525528187,-0.218530822,-0.206268854,-0.062333126,-0.005077525,0.673079809,0000+-000+
A_55_P2119463,0.016363529,0.17893886,-0.007213974,0.279219709,0.524608961,-0.365188906,-0.204654466,0.296242361,0.392401085,0.562745761,0000+-000+
A_55_P1968433,-0.09299771,0.054140445,0.402004478,0.071576326,0.585276392,-0.113885833,-0.241473983,0.088176696,0.091093805,0.566073212,0000+-000+
A_55_P2364241,-0.185111567,-0.413247016,0.014103381,0.380447742,0.523710875,0.026507441,-0.233730487,0.014986224,0.204370811,0.624726638,0000+-000+
A_55_P1976022,0.114552659,-0.169896354,-0.120639029,0.025839758,0.621990934,-0.138568623,-0.420341081,0.071051718,0.119934441,1.533275831,0000+-000+
A_52_P251366,-0.472349313,0.065192529,-0.032625807,0.251747807,0.530917573,0.189917602,-0.051205958,-0.053437374,0.214404859,1.251663655,0000+-000+
A_51_P342871,0.169230515,-0.278403798,-0.121109123,-0.143088753,0.578328302,0.341529495,-0.085686907,0.049808702,-0.231120057,0.593200289,0000+-000+
A_55_P1952877,0.20260725,-0.183249195,-0.265322436,-0.050766845,0.569446251,0.469701978,-0.416449694,-0.202967313,-0.066621544,0.951091025,0000+-000+
A_55_P2111790,-0.269545961,-0.264498258,0.063260069,-0.137131291,1.16554616,0.225441194,0.17180963,0.120719434,-0.059131442,1.223432038,0000+-000+
A_55_P2104975,0.113906357,-0.204042137,-0.041553443,-0.236982252,0.527019168,0.01606081,0.143962869,-0.207020166,-0.148570581,1.525934503,0000+-000+
A_55_P2068096,-0.192798553,0.181876546,0.373219983,0.104091957,0.506175546,0.027317396,0.346684627,-0.08879002,0.198915895,-0.611566031,0000+-000-
A_30_P01030152,-0.268521833,0.081078182,-0.138816776,0.418217869,0.909312197,-0.469788732,0.428904042,0.36995264,-0.339911539,-1.259390212,0000+-000-
A_55_P1978481,-0.347290956,0.295099077,0.00915666,0.383658284,0.724727156,0.191408536,0.052684848,0.397685958,0.281261952,-0.527396349,0000+-000-
A_55_P1953369,0.116799861,0.378659777,0.016124616,0.167391185,0.848377426,0.135829383,0.261331209,0.400143066,0.174251629,-0.748338329,0000+-000-
A_55_P2408864,0.234612548,0.312680268,-0.335120904,0.018673576,0.911187098,0.479255298,-0.384720631,0.042467019,0.25595976,-0.789228768,0000+-000-
A_51_P227275,-0.458557008,0.395833029,0.06106135,0.234464295,0.644283052,-0.463119629,0.243366025,0.263199187,-0.03117253,-0.884228482,0000+-000-
A_30_P01033416,0.124315099,-0.060828501,0.003416745,0.37594995,0.610548982,-0.449010128,0.375782933,0.404293933,-0.378076323,-0.708333443,0000+-000-
A_30_P01023182,-0.361477245,0.19420159,-0.384175914,0.37837731,0.757531775,-0.161678279,-0.059719571,0.240194966,-0.041800239,-0.999934439,0000+-000-
A_66_P105965,-0.185750344,-0.105776546,-0.47598094,0.274679963,0.56734511,-0.121045338,0.13763155,0.368502003,0.163950351,-1.240852377,0000+-000-
A_55_P2061338,-0.465055672,0.224919092,-0.212177443,0.332919733,0.675945411,-0.4546702,0.380083843,0.340357159,0.19625719,-1.11055819,0000+-000-
A_55_P2031671,-0.463262667,0.149488401,0.019322652,0.106998104,0.602907677,-0.378408078,0.041569468,0.170393915,0.400369871,-0.755241669,0000+-000-
A_66_P129643,0.220628801,0.385629089,-0.044821469,-0.143566332,0.74371372,-0.297778538,0.295652911,0.458242694,0.159968773,-0.808594925,0000+-000-
A_55_P2175494,0.48520472,0.484677585,-0.159385856,-0.134691834,0.751839162,0.260946394,-0.086395096,0.267075632,-0.167294507,-0.530940422,0000+-000-
A_66_P137439,0.189231196,0.430020552,0.089738405,0.267122739,0.652815971,-0.414532996,0.332892189,0.419408675,-0.159281098,-0.562656368,0000+-000-
A_30_P01023008,-0.116493878,0.082814837,-0.290007605,0.195078513,0.741332036,-0.016536972,0.210732372,0.373868411,0.108767447,-0.693422472,0000+-000-
A_66_P130650,-0.124087126,0.300622353,0.132195903,0.415971758,0.634775519,-0.354203362,0.3127978,0.31539615,0.011190101,-1.060023504,0000+-000-
A_55_P2425235,0.102888728,0.433971158,0.015970459,0.212715964,0.624410064,0.433944488,0.256427714,0.489577578,0.297977998,-0.696067966,0000+-000-
A_55_P2403759,-0.089313267,0.232795431,0.248261327,0.114884715,0.545238742,-0.09363875,-0.140808153,0.077946514,0.111122502,-0.565156222,0000+-000-
A_55_P2155620,-0.063327409,-0.332213162,-0.466943661,0.363995302,0.553554554,0.471253023,0.401028444,0.291695612,0.154697794,-0.838829003,0000+-000-
A_66_P115959,-0.457178871,0.172289355,-0.211043185,0.343495953,0.513097585,0.477287669,0.318023869,0.259858088,0.015803721,-0.686149699,0000+-000-
A_55_P1973259,0.1410111,0.254234407,0.023586462,-0.27335873,0.518167757,-0.382695397,0.152365375,0.433483274,0.426282856,-0.619271539,0000+-000-
A_55_P2130497,-0.332875595,0.442864014,0.33477471,0.253593479,0.578772727,0.338913759,-0.417341425,0.103355381,-0.018026524,-0.568008413,0000+-000-
A_30_P01029152,-0.309222337,-0.036987669,-0.249545603,0.454882999,0.614790653,-0.109122165,0.185476561,-0.017120318,-0.023257032,-0.651090314,0000+-000-
A_30_P01019074,-0.081623222,0.232738351,-0.445077201,0.368328557,0.551782969,0.00267078,0.235873494,0.269322634,0.215817854,-0.555724299,0000+-000-
A_55_P1991249,0.141982119,0.231791254,0.407383375,-0.222928215,0.537900562,0.424723616,-0.185839578,0.136820621,-0.163032432,-0.511025278,0000+-000-
A_30_P01025470,-0.233006572,0.162672446,-0.166116122,0.218994589,0.615263678,0.150075315,0.070292503,0.185275406,0.175055349,-0.685151519,0000+-000-
A_55_P2075977,-0.12744949,0.133455449,-0.073053157,0.366057286,0.541326838,-0.072768318,-0.383679679,-0.292319969,0.177346783,-0.841791149,0000+-000-
A_55_P2062084,0.040662906,0.420023879,-0.240558694,0.251680847,0.796722709,0.104586001,0.160712971,0.391719907,0.29841758,-0.729446846,0000+-000-
A_52_P473953,-0.253438645,0.31352338,0.104674165,0.225454108,0.619886041,0.068584574,0.048564722,0.065094395,0.086891961,-0.50529397,0000+-000-
A_55_P2023042,-0.267008863,0.162053749,0.284007376,0.180152299,0.529317496,0.022605483,0.409194996,0.014611359,-0.013639021,-0.508255096,0000+-000-
A_55_P2118362,-0.353410122,0.444258571,0.368694872,0.1202843,0.515815667,0.084628239,0.025725119,-0.023985808,0.068697439,-0.521263005,0000+-000-
A_51_P291749,0.054507318,0.113912555,0.093553237,-0.09584417,0.591305713,-0.39373165,0.271899625,0.474481031,0.47989256,-0.556358347,0000+-000-
A_55_P2124791,-0.181355856,0.139276316,0.298817103,0.013003164,0.518243962,-0.03741979,0.224172677,0.25034084,0.395926406,-0.652821862,0000+-000-
A_55_P2113051,0.002280982,0.337157397,0.233882261,-0.000474985,0.52463949,0.275570019,0.239777736,0.051346269,-0.160425684,-0.522125121,0000+-000-
A_51_P514922,0.421317606,0.285457874,0.112976453,-0.349886373,0.56294554,-0.137253893,0.411391566,0.206425787,-0.481850134,-0.507108207,0000+-000-
A_55_P2047345,-0.128493633,0.380392978,0.233238428,-0.095398734,0.665736054,0.184067658,0.140755838,0.090258384,0.091498299,-0.640537852,0000+-000-
A_51_P452890,-0.312697358,0.312133725,0.304057417,0.068476086,0.552587536,0.010909629,-0.195652524,0.038245651,0.027395686,-0.675997259,0000+-000-
A_55_P2088131,-0.202329151,0.395747642,0.034109497,0.003317098,0.577286302,-0.194656614,0.041313154,-0.006639041,0.065997664,-0.573846639,0000+-000-
A_51_P267354,-0.460649572,0.267386947,0.450563606,0.286085255,0.530960179,0.085255329,-0.388728746,0.060047342,0.093978553,-0.690672906,0000+-000-
A_51_P234044,-0.269783256,0.105967048,0.370647195,0.19959219,0.544333919,0.00629943,0.127721651,0.054361851,0.095704575,-0.634337292,0000+-000-
A_51_P135732,-0.393144662,0.096493854,0.18454742,0.113400355,0.642602958,0.158006888,-0.171696927,0.147790725,-0.141791708,-0.622240262,0000+-000-
A_55_P2125311,-0.387407833,0.218474405,0.399482458,0.152671371,0.509125497,-0.048947694,0.114923487,-0.151502653,0.096084492,-0.542105385,0000+-000-
A_66_P135391,-0.276748549,0.235521247,0.351803571,-0.078452193,0.569986449,0.038816074,0.199845505,0.311595108,0.182724304,-0.595901333,0000+-000-
A_55_P2059412,-0.104892079,0.078940886,0.311571302,-0.188654427,0.577722717,-0.202014038,0.171197937,0.376447814,0.469119579,-0.518653854,0000+-000-
A_52_P670812,-0.13086237,0.373435686,0.183804663,-0.103601514,0.537850843,-0.119878282,-0.007286718,-0.01589313,-0.128040666,-0.556294766,0000+-000-
A_55_P2018697,-0.025143015,0.260948368,0.079807212,-0.37992151,0.644524837,-0.12949844,-0.177880364,0.272054913,0.494663055,-0.553712503,0000+-000-
A_51_P288295,-0.35943309,0.317022137,0.122528444,0.01292038,0.563492223,0.227671205,-0.127040638,0.078029051,0.164277897,-0.516727838,0000+-000-
A_55_P1979364,-0.314570409,0.057695176,0.221898093,0.136817993,0.588363284,-0.16493977,0.151574087,-0.057064683,-0.07342779,-0.59168401,0000+-000-
A_55_P1993955,-0.480705748,0.239398072,0.32726955,0.201254725,0.612670595,0.228603075,-0.261619117,-0.096231262,0.295354782,-0.603126429,0000+-000-
A_55_P2013928,-0.327481395,0.153969079,0.222057566,0.207562533,0.545509974,-0.14892846,0.096954156,0.103604205,0.044651197,-0.547957089,0000+-000-
A_55_P2132651,-0.291123163,0.259976679,0.29858407,0.000150085,0.533045349,0.04698082,0.005321518,0.30986746,-0.036678965,-0.568087373,0000+-000-
A_55_P1968355,-0.210967946,0.198420921,0.253849318,0.025691836,0.511008469,0.213444682,0.133378086,0.104223058,0.118511947,-0.787330736,0000+-000-
A_55_P1992403,-0.291430527,-0.000502779,0.212992577,0.172027113,0.667317324,0.267951154,-0.207683628,-0.07067497,0.168682166,-0.636936441,0000+-000-
A_51_P380432,-0.350183452,0.091009528,0.319129265,0.281530538,0.517455127,-0.049549079,0.459679563,0.060557844,-0.017194187,-0.605291874,0000+-000-
A_51_P361220,-0.431157864,-0.157483877,0.115515634,-0.43726925,0.930237174,0.388567671,-0.017688441,0.042346448,0.183991065,-0.617238803,0000+-000-
A_51_P336325,-0.045613252,-0.282509879,-0.220925475,-0.316287394,0.76403621,-0.131364929,-0.309566618,0.283312057,1.380282884,0.624626257,0000+-00+0
A_51_P401987,-0.182577718,-0.192320453,-0.097793361,0.130003559,0.522888529,-0.140258569,-0.046682233,0.274873691,0.574167599,1.299189266,0000+-00+0
A_52_P72434,-0.09070912,-0.103113064,-0.050907735,0.020328674,0.619773908,0.038224511,-0.259118321,0.198402749,0.775789284,-0.632395632,0000+-00+-
A_51_P110301,-0.128228968,-0.43649362,-0.135866164,-0.292055715,0.687532029,0.159028477,-0.188332784,0.451262662,0.878266519,-0.190658545,0000+-00+-
A_66_P138319,-0.297877817,0.001955121,0.194476174,-0.06798483,0.571761883,-0.052332016,0.132784778,0.218323377,0.982122374,-0.665895885,0000+-00+-
A_55_P1973583,-0.46154621,-0.405617433,-0.312470073,0.146266861,0.736068814,0.198601718,-0.407127188,0.464345869,1.624983435,-0.659911632,0000+-00+-
A_51_P237383,-0.413572119,0.083641768,0.094217285,0.041833193,0.550194506,0.081049566,-0.367736239,0.490263299,0.693541989,-0.227152389,0000+-00+-
A_51_P168792,-0.25385879,0.369788414,-0.032662544,0.068146094,0.527355934,0.223132594,-0.176939508,0.289952462,1.07282183,-0.519276097,0000+-00+-
A_55_P2169259,-0.224754056,-0.12926848,-0.048718118,-0.246078236,0.78655506,-0.318091233,0.244243591,0.421560746,1.240116673,-0.114034818,0000+-00+-
A_55_P1959923,-0.189125861,0.135873148,-0.128798638,0.164226296,0.75747456,-0.260094546,-0.145673649,0.463205508,0.509277568,-0.566825952,0000+-00+-
A_66_P127411,-0.408006882,0.095401311,-0.101032591,-0.147634967,0.76189304,0.071353514,-0.1077385,0.254933253,0.599097603,-0.564798211,0000+-00+-
A_51_P400463,-0.452252453,-0.37927319,-0.075917194,-0.331141647,0.546607495,0.093270383,-0.228531044,0.485362199,1.270617669,-0.498889189,0000+-00+-
A_55_P1977418,-0.333836715,-0.268608528,-0.281683114,0.054182227,0.552111849,0.00442192,-0.434212978,0.459994702,1.338159331,-0.397433131,0000+-00+-
A_55_P2085974,-0.385617067,0.115540979,-0.02780966,-0.032760403,0.601134529,-0.109965574,-0.466385962,0.322646499,0.953310236,-0.447989052,0000+-00+-
A_55_P2015753,-0.287101825,0.067585517,0.357839733,0.016847774,0.50973912,-0.166952103,-0.10284828,0.351587868,0.512115363,-1.02726536,0000+-00+-
A_55_P1954116,-0.03456233,-0.132191966,0.096989477,-0.349495575,0.583474281,-0.010632752,-0.103533988,0.450143255,1.11103967,-0.177787083,0000+-00+-
A_51_P377856,-0.21248553,0.260621098,0.236683402,-0.179339515,0.754885126,-0.003969709,0.119821516,0.365754978,0.691473217,-0.823990072,0000+-00+-
A_55_P2162880,0.001273399,-0.19944244,-0.290767852,-0.281948776,0.72169414,-0.188806964,-0.301523504,0.408608139,0.984091279,-0.253331896,0000+-00+-
A_51_P386270,0.04682526,-0.079188812,-0.179615733,-0.482815208,0.582634768,-0.211574238,-0.425427723,0.341906897,0.904272372,-0.122527908,0000+-00+-
A_51_P150763,-0.001406129,0.078323304,0.063887926,0.094131585,0.576509982,0.026666317,0.06661468,-0.038594752,0.987351405,-0.298967667,0000+-00+-
A_51_P215438,-0.197521758,-0.17643735,-0.081719421,-0.046155744,0.642882537,0.120035179,0.220879112,0.078807771,0.897845933,-0.311773221,0000+-00+-
A_52_P48569,-0.347346528,-0.111959255,-0.023095668,-0.031122889,0.540400229,-0.319480643,-0.485884153,0.232733267,0.961073258,-0.185150002,0000+-00+-
A_55_P2001780,-0.427424652,-0.385352351,-0.1155367,-0.210035928,0.597448276,0.178475527,-0.305528777,0.233370293,0.694211473,-0.205725127,0000+-00+-
A_52_P677956,-0.487671217,-0.280879801,0.030308141,-0.213872259,0.599648297,0.260411593,-0.133560231,0.337665058,0.769374327,-0.296442208,0000+-00+-
A_66_P101407,-0.251213021,0.142284175,0.015367372,-0.393026924,0.653191831,-0.150038999,-0.44098787,0.452059985,0.51907078,-0.345752419,0000+-00+-
A_51_P483159,-0.230169491,0.142466871,0.009413957,0.443517772,0.510070534,0.013479082,-0.244313028,0.285461119,0.785925551,-0.778568628,0000+-00+-
A_55_P2062190,-0.399800914,0.042078575,-0.077903129,-0.056552682,0.723881804,0.308285762,-0.19747189,0.156260764,0.764286419,-0.392202248,0000+-00+-
A_51_P447545,0.027973631,-0.030068646,0.082029593,-0.395400275,0.593183327,0.015037218,-0.242258197,0.228559473,0.818224339,0.259568332,0000+-00+-
A_55_P2059352,-0.491495797,0.270705872,0.191346397,-0.089070027,0.789399401,0.122390924,0.060261855,0.417804733,0.693990697,-0.613926344,0000+-00+-
A_55_P1984098,-0.257454535,-0.361400172,0.093070383,-0.233079754,0.576703029,-0.137507107,-0.102924812,0.232603202,0.766577438,-0.567973971,0000+-00+-
A_55_P2059640,-0.389917894,-0.073666522,0.007284291,0.064255306,0.583529523,0.046757016,-0.265811466,0.180099603,0.944941451,-1.01007567,0000+-00+-
A_55_P2101231,-0.118495343,-0.172274759,-0.191285202,-0.267452897,0.594579814,0.039177098,-0.188713659,0.179990553,0.564631994,-0.944443785,0000+-00+-
A_55_P1967928,0.362065614,0.234189568,0.192110729,-0.311353393,0.527804028,-0.395213643,0.274270281,0.085335704,-0.536436178,-0.588557688,0000+-00-0
A_65_P19319,0.243088801,0.37623745,0.092124709,-0.480441881,0.511932112,0.118806317,0.328312472,0.195128628,-0.518543232,-0.505486997,0000+-00-0
A_55_P1967736,0.114453183,0.171892129,-0.055099035,0.033596442,0.542414824,-0.309914207,0.417481612,-0.002880664,-0.540684004,-0.341071299,0000+-00-+
A_55_P2375194,0.335009131,0.491030527,-0.007525918,-0.453402653,0.598343856,0.263643419,0.199778355,0.039632523,-0.530686056,-0.216613992,0000+-00-+
A_55_P1969032,0.472090179,0.435941459,-0.12860935,0.264343546,0.521547269,-0.376389365,0.345229206,0.199153425,-0.540889712,-0.468493528,0000+-00-+
A_30_P01019316,0.126231708,-0.116535329,0.136869901,-0.182873792,0.720499476,-0.276358764,0.312099185,0.365717874,-0.928606361,-0.280553965,0000+-00-+
A_51_P203827,0.490710159,0.072329742,0.056552349,-0.150665329,0.519657366,-0.291167769,0.389481407,0.27801692,-0.757995441,-0.389640151,0000+-00-+
A_51_P391616,-0.005206908,-0.226051441,-0.221171854,-0.004886394,0.580017258,-0.03793274,-0.449452273,0.565570663,1.320106957,0.543043416,0000+-0+00
A_51_P303160,-0.0642049,0.012903644,0.149242514,-0.091806611,0.719023574,-0.180599081,-0.383381102,0.596558081,1.00526472,2.371740833,0000+-0+0+
A_55_P1955532,-0.383636856,-0.018000843,0.10371324,0.087976326,0.525205566,0.338462276,-0.316946622,0.577061268,1.305947158,-0.480419311,0000+-0+0-
A_52_P282905,-0.087414442,-0.304569582,-0.190183282,-0.333855714,0.643393075,-0.268395518,-0.370138434,0.561837151,1.109133258,-0.179047757,0000+-0+0-
A_30_P01019807,0.103349907,-0.486518465,-0.151028266,-0.149244215,0.648664546,-0.300502208,0.152451029,0.557167806,0.975068769,-0.31017294,0000+-0+0-
A_52_P338956,0.134349082,-0.092490948,0.028204392,-0.2101594,0.586058954,-0.386649055,-0.116424386,0.673345541,1.265743879,-0.426784541,0000+-0+0-
A_51_P506309,0.299209444,0.041290446,0.053079891,-0.482136155,0.504279172,0.014791913,0.056131426,0.572858484,0.926834045,-0.520979074,0000+-0+0-
A_55_P2024841,-0.308463581,0.123635842,0.302460684,0.004628255,0.621427536,0.165585012,-0.106922753,0.5879224,0.710647824,-0.656649976,0000+-0+0-
A_52_P286360,-0.040518951,-0.194723352,-0.181029098,-0.249373038,0.892437883,-0.458171767,-0.303479179,0.853322634,0.970401705,-0.15368837,0000+-0+0-
